text,start,end
"Her phone rings, a call from her mom.",1695.58,1697.823
She ignores it.,1698.404,1699.125
The pull-out couch covered with the Indian bedspread is empty.,1705.775,1708.78
" It's 2 a.m., then 3, then 3.30.",1709.232,1711.856
Margaret keeps sight-reading Bach's Second Violin Concerto.,1712.958,1715.803
Stephen walks out of their bedroom.,1716.664,1718.086
Do you know where she is?,1718.767,1719.829
I can't sleep.,1719.909,1720.771
He looks so distraught.,1721.352,1722.634
"I always miss the signs, says Stephen.",1723.054,1725.078
I don't listen until it's too late and then something horrible happens.,1725.518,1728.563
Margaret closes her score.,1729.425,1730.787
I'll wait up for her.,1731.288,1732.249
"But I always turn Sasha over to you, to her mom, to a nanny.",1733.01,1736.556
" She's almost 21, Margaret says quietly.",1736.992,1739.398
The hard job is done.,1739.418,1741.022
Stephen holds on to her.,1741.062,1743.047
It's not just the boyfriend that has her messed up.,1743.107,1746.716
She saw my bank statement.,1747.358,1748.942
 Margaret's blood leaves her body.,1749.698,1751.56
Are we broke?,1752.401,1753.262
We're not doing great.,1754.163,1755.245
"She waits for him to continue, but he doesn't.",1756.166,1758.248
"I need one of your sleeping pills, he says.",1759.449,1761.292
Margaret reaches for his hand.,1762.493,1764.015
"Money comes, money goes, she says.",1764.656,1767.179
We're both young.,1767.679,1768.54
"We can work, he looks at her.",1768.82,1771.043
"He doesn't feel young, but he's grateful.",1772.044,1774.407
" The bar is half dark, stinks of grief, sweat, and wine.",1780.698,1784.311
"Gary deserves so much better than you, Tommy's yelling at Clara.",1784.852,1788.144
Why is Tommy yelling at her?,1788.626,1790.472
 You look through his mail and you nag and you make him feel small.,1790.587,1793.873
Tommy's drunk and so angry his spit lands on Clara's black dress.,1794.194,1798.221
"What do you want from me, Tommy?",1798.762,1800.365
He's up in her face.,1800.405,1801.767
What do I want?,1801.948,1802.91
She pushes him back with all of her strength.,1803.39,1805.534
Tommy falls on the chairs and everyone screams.,1805.835,1808.52
I want my child back.,1809.001,1810.323
That's what I want.,1810.383,1811.886
 The crowd gathers round him.,1811.866,1813.388
Clara finds Gary at the other end of the bar.,1814.089,1816.552
She's shaking.,1816.953,1817.714
He hasn't noticed a thing.,1817.774,1819.336
Jeannie has.,1820.137,1820.798
"Please forgive him, Clara.",1821.359,1822.66
"I'm so sorry, says Clara.",1823.201,1825.284
"You can't save the ones that you love, Jeannie says, and she leaves.",1826.225,1830.651
" Gary drives them home, taking the turn off the highway so sharp she thinks he'll kill them.",1830.85,1835.479
He's drunk.,1835.879,1836.48
His eyes are half closed.,1836.54,1837.923
"After the car screeches back in control, Gary says just one line.",1838.324,1842.391
Do you think they'll make it?,1843.233,1844.455
" At 3.30 a.m., Sasha wakes up feeling pain, jolted, forced.",1851.151,1855.766
Alexander pushes her down.,1856.267,1857.712
He wants flesh.,1857.772,1858.996
"When she lets him, he hisses.",1859.678,1861.143
You are into danger.,1861.183,1862.909
Maggie's right.,1862.989,1864.333
 What the fuck?,1864.516,1865.718
She pushes him off her.,1866.379,1867.58
Her fury overpowers his mass.,1867.861,1869.743
You gossiped about me?,1870.004,1871.406
"In the glare of the lights, he looks flabby, unkempt.",1871.426,1875.171
You take all your ex-lover's daughters to bed.,1875.812,1877.895
Margaret isn't your mother.,1878.516,1879.638
Don't get all hysterical.,1879.678,1881.019
He pulls a towel around him.,1881.66,1883.503
 You should go.,1883.483,1884.424
I'm not feeling well.,1884.505,1885.466
He walks to the bathroom and locks it.,1885.947,1887.69
"You can't stay in there forever, she yells.",1888.391,1890.514
Her heart beats so fast.,1890.995,1892.477
"She throws on her clothes, pounds on the door.",1892.878,1895.061
No response.,1895.121,1896.523
Then a thump through the frosted glass door.,1897.244,1899.828
His shadow lies still on the floor.,1899.868,1902.252
 Sasha smashes the glass with all of her weight.,1902.232,1904.697
So much force.,1905.038,1906.1
So much glass.,1906.461,1907.463
Alexander's spread out.,1907.904,1909.267
"Oh, my God.",1909.848,1910.951
"Oh, my God.",1911.111,1911.973
Her mouth on his mouth.,1912.293,1913.616
CPR as she turns on her phone.,1913.917,1915.801
911.,1915.821,1916.402
Her wrist has been cut on the glass.,1917.705,1919.288
It's her blood on the granite.,1919.669,1921.573
" I think I'm going to cancel the trip to New York, says Gary.",1927.679,1930.704
I'll turn down the internship.,1930.964,1932.306
It's not such a big deal.,1932.406,1933.508
I'll stay here.,1933.728,1934.449
Gary opens the fridge.,1934.509,1936.713
These leftovers look amazing.,1937.013,1938.916
When did you make this chili?,1939.297,1940.659
It's a week old.,1940.699,1942.181
"We had the party a week ago, she says.",1942.482,1944.905
A leftover piece of blue crepe paper dangles from the adobe kitchen frame.,1944.925,1949.112
"Backlit by the fridge, it catches Clara's eye.",1949.412,1952.016
She looks at this man she has loved for ten years.,1952.076,1955.982
" You've bought your ticket, she says quietly.",1955.962,1958.247
You've booked the hotel.,1958.307,1959.891
You've bought your supplies.,1959.951,1961.455
"You've burdened our life by $36,000.",1961.796,1963.68
You never discussed it.,1965.364,1966.427
"I believe this means New York is calling you, Gary.",1966.908,1969.995
I believe you should go.,1970.556,1972.18
She's exhausted.,1972.22,1974.325
 She looks at Gary and he looks far away.,1974.727,1977.031
"He looks smaller, a stranger.",1977.091,1979.595
You can't save the people you love.,1979.655,1982.46
She feels cold.,1983.121,1984.183
She's so cold.,1984.303,1985.445
She compulsively scrolls through her phone up to her mother's text.,1986.026,1989.071
Mr. Zimler's expecting your call.,1989.531,1991.475
And a number.,1991.996,1992.516
She saves it.,1993.278,1994.119
" The emergency vehicles, the call to Margaret, it's all a blur.",1999.769,2003.194
"When Margaret enters the ER, Sasha's never felt such relief.",2003.254,2007.279
She's shocked to see how scared her stepmother looks.,2007.94,2010.404
Her own cut wrist is bandaged.,2011.004,2012.667
That's what Margaret notices.,2012.747,2014.149
"I'm okay, says Sasha.",2014.73,2015.971
It's just him.,2016.071,2016.752
"She's terrified of Margaret's anger, but her stepmother just holds her.",2016.792,2020.437
"Someone says, he wouldn't have made it without instant care.",2021.058,2024.183
He is one lucky man.,2024.223,2025.524
"I want to stay until I know he's okay, whispers Sasha.",2025.544,2029.59
 and Margaret squeezes her hand.,2029.57,2031.252
It's morning when they exit the hospital.,2032.313,2034.155
Sasha holds on to Margaret just like when she was little.,2034.895,2037.498
They're shaking.,2038.299,2039.08
What did you tell Dad?,2039.941,2040.942
He was asleep.,2041.662,2042.383
I left him a note.,2042.583,2043.364
"Said you'd lost your wallet, and I needed to get you.",2043.824,2045.987
"I love you, says Sasha.",2046.968,2048.79
I'm sorry.,2049.01,2049.771
"At home, after putting Sasha to sleep, Margaret writes Alexander an email.",2049.791,2055.156
 I'll help you get your Pulitzer article together.,2055.136,2057.478
"I'll get you the Wall Street contacts you need, but you stay away from my kid.",2057.499,2063.245
The bathroom is full of wet steam.,2070.272,2072.094
Are you sure I should go to New York?,2073.115,2074.637
"I'm sure, Clara says.",2075.658,2077.199
You'll have a great life.,2077.78,2079.642
" You're being a bit too dramatic, Gary scoffs.",2080.06,2082.483
Our friend's baby has died.,2083.364,2084.765
It's that kind of day.,2084.825,2085.927
"Through the steam, she gathers the courage to say it.",2087.228,2089.731
"We're done, Gary.",2090.972,2091.993
"You and I, we're all done.",2092.534,2094.256
She's not going to cry.,2095.117,2096.378
"Let's look at it as a new beginning for us, he deflects, stepping out of his clothes.",2096.418,2101.143
"I'll try out New York, and then during the winter, you'll join me.",2101.804,2105.308
" In the mirror, she looks at her face.",2105.525,2107.147
Her eyebrows are filled with white hairs.,2107.808,2109.951
"I can't live like this anymore, she says.",2109.991,2112.875
It's not good for me.,2112.935,2114.117
I'm dying.,2114.357,2115.058
She's crying now.,2115.719,2116.72
"When we come back from New York, Gary says, we should get going with that baby idea.",2116.76,2121.887
She enters the shower crying harder now.,2121.927,2124.831
Crying in the shower is safe.,2125.132,2126.654
"We're done, Gary.",2127.214,2128.376
He's right behind her.,2128.396,2129.938
She closes her eyes.,2130.379,2131.52
The baby has died.,2132.161,2134.384
" What do you think of my idea, he asks, but he's already inside her.",2134.364,2139.193
 Stephen wakes up Margaret in the middle of the night.,2145.232,2147.457
Sasha's crying.,2148.098,2149.02
"Go to her, he whispers.",2149.08,2150.824
You go.,2151.445,2151.846
Margaret tiptoes next to Sasha.,2151.886,2154.431
The crying turns to dry heaves.,2154.952,2156.756
"I'm sorry, says Sasha.",2157.257,2158.62
Hell of a dream.,2158.78,2159.522
I was alone with my mom.,2160.103,2161.486
"She catches herself, looks at Margaret, who nods.",2162.087,2164.793
" After she jumped, they never let me visit the hospital.",2165.195,2167.943
"I've always wondered, what if I'd been there?",2168.645,2170.731
Margaret and Sasha are quiet.,2171.775,2173.279
"You saved someone's life, says Margaret finally.",2174.001,2177.01
" You couldn't save her, but you saved Alexander.",2177.26,2180.024
"I know, says Sasha.",2180.044,2181.987
It's so weird.,2182.488,2183.529
Sasha gets up.,2184.511,2185.392
"I've been meaning to say, you play the violin much better than my mom.",2186.173,2190.199
I remember her practicing.,2190.82,2192.222
Three colorful foam tubes land on the Indian bedspread.,2192.282,2196.689
"I challenge you to, Stephen says, brandishing the tubes.",2197.35,2200.855
 Let's use these to fight.,2200.835,2202.419
His wife and daughter look up.,2203.02,2204.364
Stephen looks like a big-bellied clown.,2204.825,2206.77
"For a moment, on 74th and Columbus, apartment 9D, there's a mother and daughter.",2207.652,2213.285
There's a dad.,2213.346,2214.388
There is laughter.,2215.05,2215.992
" Two months later, October 2001, New York City.",2221.658,2226.07
I wish you weren't going back to L.A. so soon.,2226.09,2229.4
Not until we find Gary.,2229.44,2231.285
Clara puts her arm around Gary's mom.,2231.746,2233.892
"She looks up, so fragile.",2234.333,2236.68
 Clara cuts the scotch tape and Gary's mom chooses the spot for their flyer.,2236.66,2240.945
They walk the city looking for surfaces to plaster their plea.,2240.985,2244.889
Missing since 9-11.,2245.39,2246.731
Gary's face looks up from the flyer.,2248.113,2249.835
"Elated, graduating, cap and gown and all.",2250.415,2253.098
"They tape his face next to the weathered flyers of missing bankers, secretaries, firefighters.",2253.919,2260.086
" They run out, but Gary's mom is not done.",2260.066,2262.91
She pulls Clara into the Kinkos on 72nd and Broadway.,2263.351,2266.656
"I've noticed the successful flyers, how they do it, she whispers.",2267.457,2271.143
"Successful flyers, asks Clara.",2271.864,2273.987
The hand of Gary's mom shakes.,2274.588,2276.351
She pulls a faded Polaroid out of her purse.,2276.871,2278.854
"Gary, the toddler, bikes on the grass.",2279.255,2281.578
"Let's add this photo next, then I want you to keep it.",2282.44,2285.905
" I'll run us a thousand copies, okay, Clara says softly.",2285.885,2289.152
The successful flyers make you care.,2289.172,2292.358
Gary's mom locks eyes with her daughter-in-law.,2293.1,2295.565
We need people to care.,2296.186,2297.97
" Clara glances at Gary's mom a few steps ahead, scouting out bulletin boards.",2304.177,2308.704
"Her own mother's voice comes through the cell, clear with purpose, as always.",2309.405,2313.23
I'm going to ask you again.,2313.811,2314.933
Have you told them about Gary's debts?,2314.973,2316.656
"Mom, please.",2317.256,2318.318
"He's dead, Clara.",2318.358,2320.061
"That boy's luck is over, and you're stuck with all of his debts.",2320.221,2323.145
They don't know about the pending divorce.,2323.646,2325.529
"Think about the rest of your life, says her mother.",2325.949,2328.413
 They got money.,2328.393,2329.295
You don't.,2329.515,2330.156
"In the distance, Gary's mother is fighting with a janitor.",2330.898,2333.462
"I gotta go, Clara blurts, and she runs.",2333.803,2335.947
"This bulletin board is just for the church, the janitor yells.",2336.488,2339.574
Enough is enough.,2339.954,2340.736
I clean up these flyers every day.,2340.796,2342.339
These people are dead.,2342.379,2343.842
Clara finds herself screaming.,2344.423,2346.246
It's her son.,2346.266,2347.068
Have a heart.,2347.128,2348.41
 And then she suddenly sees it.,2348.39,2349.993
"A missing flyer, discarded on the ground.",2350.634,2353.638
"It's Margaret's face, xeroxed a few too many times.",2354.259,2357.765
"Any information, please call.",2358.546,2360.589
Clara picks up the flyer.,2361.291,2362.753
"She looks at Margaret, black dress and white pearls and her elegance.",2363.454,2368.161
"Mother and wife, says the flyer.",2368.943,2370.986
"Please, call.",2371.567,2373.57
 Sasha stares at Alexander as if staring at prey.,2379.22,2382.347
A plastic Ziploc bag with Margaret's purple toothbrush lies on the bistro table between them.,2382.367,2388.299
"I want you to go to the morgue and give this for the DNA sample, she says.",2388.88,2392.789
You owe this to Margaret.,2393.029,2394.412
You have to be part of trying to find her.,2394.572,2396.757
 Alexander sighs.,2396.905,2398.247
He looks so much older.,2398.748,2400.19
"You take it in, Sasha.",2400.771,2402.073
She was your mom.,2402.093,2403.154
She leans in.,2404.216,2404.917
All she wants is to kill him.,2404.977,2406.68
Alexander gets up.,2406.72,2408.763
Go home to your dad.,2409.183,2410.505
Sasha grabs the toothbrush and shoves it in her purse.,2411.226,2413.73
"You broke Margaret's heart when you slept with me, she hisses.",2414.171,2417.195
I hope her ghost haunts you forever.,2417.516,2419.639
 Alexander leaves at 20 for their coffees.,2420.243,2422.487
He doesn't wait for the change.,2422.767,2424.149
Sasha can hear her heart beating out of control as she moves to the bar.,2424.67,2428.276
The barman asks for I.D.,2428.797,2430.199
"I bet you didn't get to celebrate, he says as he looks at the date, September 18th.",2430.219,2435.468
He slides over a dirty martini and shrugs off her money.,2436.169,2438.934
"He tries to pick her up, but she doesn't let him.",2439.394,2442.319
 I couldn't have made it without Clara today.,2448.172,2450.396
Gary's mom cuts a thick slice of coffee cake.,2450.837,2453.402
"Even in deep grief, she serves tea with linen napkins and china.",2454.063,2457.45
All around Clara sit photos of Gary.,2458.191,2460.255
"Cards of sympathy, supported on tables.",2460.716,2463.12
An email card from the graduating class of UCLA.,2463.721,2466.627
A bouquet of white orchids from Jeannie and Tommy.,2466.647,2469.893
 Clara feels sick.,2469.873,2471.235
The coffee cake rises to her throat.,2471.916,2473.819
"This is the third time you've been sick today, says Gary's mom.",2474.46,2477.806
Your nerves are a wreck.,2478.046,2479.168
You want some of my Xanax?,2479.428,2480.751
"When she's done throwing up, Clara remembers to clean everything well.",2482.033,2485.538
"Underneath the toilet seat, always check that before she settles back in.",2486.139,2490.025
"I know he's not dead, Gary's mother says.",2490.046,2494.092
 Someone's bound to come forward.,2494.072,2495.775
The new flyer's much better.,2496.016,2497.659
Clara feels the stare of Gary's father rising up from the New York Times.,2498.18,2501.866
I really think you should make some arrangements and stay with us for a while.,2502.267,2505.333
Clara hugs Gary's mom.,2505.994,2507.497
"I can't give up yet, the old woman whispers.",2508.078,2510.662
"If you were a mother, you'd know.",2511.384,2512.947
If you were a mother.,2512.967,2515.091
Clara shivers.,2515.952,2516.974
 Clara walks the empty Walmart aisles.,2523.232,2525.276
It's 9.30 at night.,2525.816,2526.958
Halloween masks and candy.,2527.76,2529.743
Plastic lanterns for the plastic dead.,2530.404,2532.588
She's looking.,2532.628,2533.99
Stops in front of the pregnancy test.,2534.612,2536.475
She can't keep ignoring the facts.,2536.936,2538.979
 The test sits alone in her basket.,2538.959,2541.405
"At the cashier's, she opens her purse, and Margaret's face stares at her from the flyer.",2542.147,2547.299
"Haunted, Clara walks the half block back to her hotel.",2547.359,2550.727
"Excuse me, miss, the employees at reception surround her with an afterglow of pity.",2550.787,2556.681
 Someone's waiting for you at the bar.,2556.661,2558.504
Gary's father stands up.,2559.365,2560.787
"A businessman, he cuts to the chase.",2561.307,2563.17
I had Gary's correspondence forwarded to me.,2563.791,2565.954
I found a letter from a lawyer you hired.,2565.994,2568.237
"Zimler, is that right?",2568.457,2569.819
Gary's father is shaking.,2570.44,2571.762
"She's been dreading these words, fooling me and my wife in our grief.",2572.343,2576.068
I don't want to see you again.,2576.528,2577.61
You go back to L.A. as you planned.,2577.95,2579.893
It all makes sense now.,2580.354,2581.435
You don't give a damn.,2581.716,2583.478
" Clara sits down, too exhausted to cry.",2583.458,2586.067
The hotel clerk brings her a glass of red wine.,2586.087,2589.137
"On the house, and she can feel his compassion.",2589.157,2592.608
" Stephen opens the door of his office to lead out a patient, and Clara's right there, waiting on the soft maroon couch.",2598.224,2604.513
"For one crazy double-take moment, he thinks, is she here because I never answer her letters?",2605.374,2609.881
He waves her in on a reflex.,2610.622,2612.244
"What Clara notices, his white and sad eyes.",2613.225,2616.45
The room is padded with sound insulation.,2616.49,2619.835
"I know about Margaret, she whispers.",2619.855,2622.278
She's missing.,2622.619,2624.181
 The chair is uncomfortable.,2624.161,2625.563
"No, he says in the detached voice of a therapist.",2625.603,2629.267
Margaret is not missing.,2629.708,2630.749
Margaret is dead.,2630.789,2631.59
His hands flex an agromanagement foam tube.,2632.291,2634.894
"When Clara starts crying, there's no end to the tears.",2635.935,2638.738
"He wants her to stay, but she apologizes.",2639.459,2641.602
"Later, she says.",2642.022,2642.963
I'm so sorry.,2643.184,2644.045
Let me gather myself.,2644.345,2645.967
 Clara scrambles in her purse for a blank piece of paper.,2646.25,2649.076
"I remember your cell, he says.",2649.918,2651.562
The soundproof room is so incredibly quiet after Clara leaves.,2652.584,2656.232
Stephen picks up the anger management foam tubes.,2657.114,2659.76
He's about to put them away when he smashes them into his chair.,2660.582,2664.31
 The ceiling in Sasha's room is finally fixed.,2670.196,2673.18
Stephen sits in front of a scotch.,2673.2,2674.783
"On the TV, the Middle East, India, wars, earthquakes, crashes.",2675.484,2680.231
He can't stand the news.,2680.992,2682.194
He swallows a sleeping pill.,2682.735,2684.077
Why did Margaret go back to work in September?,2684.517,2686.56
She didn't need to go back to work.,2686.62,2688.323
 Sasha folds up the pull-out couch.,2688.303,2690.488
Her voice sounds pragmatic.,2690.648,2692.091
I gave Margaret's toothbrush for the DNA file today.,2692.512,2695.177
Stephen hides his face in his hands.,2695.238,2697.783
"He only says, Clara's in town.",2698.184,2700.248
Sasha stops.,2701.07,2701.932
"Not even a month since Margaret died, you're running into the arms of ex-girlfriends?",2702.713,2706.902
 She waves her father away.,2706.882,2708.264
"Inside her room, she tears down the tarps, stops out of breath, looks at the unopened pile of mail.",2708.304,2715.395
"Happy 21st birthday, says the card posted in L.A. in August.",2715.856,2720.063
"Worlds within worlds, creature of the woods and of the seas.",2720.584,2724.089
"Let me know how you are, Clara's added.",2724.83,2726.853
Sasha tears up the card and tosses it into the garbage.,2727.775,2731.641
" At least give us something of his, some closure, I beg you.",2737.696,2741.5
Gary's mother is crying on the phone.,2742.061,2743.923
"Clara in her hotel room, curled up in a ball.",2744.443,2747.046
"I don't have his things anymore, she says.",2747.486,2749.669
Nothing?,2750.39,2750.87
You have nothing?,2751.15,2752.071
"I don't have his toothbrush, his comb, anything to help with the DNA tracking.",2752.091,2756.937
She can hear Gary's father struggling for the phone.,2757.697,2760.02
You cleaned him out of your life way too fast.,2760.3,2763.003
He's hung up.,2763.383,2764.064
Her face burns.,2764.925,2766.707
 The phone rings right back.,2766.687,2767.969
California is a common-law state.,2768.409,2770.191
"You're responsible for... Stop it, Mama!",2770.211,2772.454
Her heart beats so loud.,2772.875,2774.196
"I found out something horrible, Mama.",2774.777,2776.459
"Remember Sasha, the little girl I used to take care of during grad school?",2776.82,2780.584
Her stepmother also died in the towers.,2781.165,2783.268
Her mom's voice is like steel.,2784.189,2785.871
Everyone suffers in life.,2786.532,2787.713
"Right now, I can only worry about you.",2787.953,2789.595
Clara shakes her head.,2790.276,2791.378
Words dry up in her mouth.,2791.418,2793.28
She hangs up.,2793.68,2794.922
 She takes her purse and empties it.,2794.902,2796.828
"Gary's toddler Polaroid photo, Margaret's flyer, the pregnancy test.",2797.69,2803.809
"She takes the test in the bathroom, embraces herself.",2803.829,2807.46
" In front of Margaret's laptop, Sasha hits print.",2814.157,2817.042
"Margaret's inbox, an endless scroll on the screen.",2817.663,2820.508
"Dear Alexander, I'll meet with my colleagues on September 11th.",2820.548,2825.177
"I'll get you your Pulitzer piece, but I repeat, you stay away from my kid.",2825.577,2830.967
 Stephen's bottle of scotch is almost empty besides Sasha.,2831.386,2834.53
"She chugs one last sip, then takes off.",2834.73,2837.334
She's surprised Alexander opens his door.,2838.535,2840.738
"She can see right behind him, his bathroom.",2841.099,2843.482
"The door, still all frosted glass, now fixed.",2843.722,2847.066
"She refuses to enter, hands him two Ziplocs.",2847.547,2850.711
" Margaret's nail clippings and hair, they're good for your DNA too.",2850.691,2854.296
You're morbid.,2855.077,2855.878
He goes to close the door in her face.,2856.179,2857.861
Sasha starts stripping.,2858.362,2859.724
"He's panicked, looks down the hallway, thankfully empty.",2860.044,2862.688
He holds on to the Ziplocs.,2863.269,2864.57
I'll take them to the morgue tomorrow.,2865.191,2866.934
Get dressed.,2867.154,2868.055
But Sasha keeps on.,2868.576,2869.658
I found out why Margaret died.,2870.058,2871.6
I found out why she went to the office.,2871.981,2873.823
Her laughter sounds like a mating hyena.,2874.204,2876.267
Do I look like Margaret now?,2876.627,2878.049
He slams the door shut.,2878.089,2880.613
" Shaking, Sasha slips the printed email underneath the door.",2880.593,2883.637
"On it, she's written, You killed her.",2884.358,2886.982
"Clara sits next to Stephen, on his couch.",2893.852,2896.516
"She eats his homemade chili, always better than hers, always soothing.",2897.297,2901.503
"Served in rustic pottery, not plastic.",2902.264,2905.268
 Could Gary be running away from his debts?,2905.771,2907.975
Why would he even be near the towers?,2907.995,2909.659
Clara feels defensive.,2910.661,2911.923
Gary was creating site-specific art.,2912.785,2914.709
He'd never just disappear.,2914.729,2916.011
She tries to concentrate on the reason she's here.,2916.793,2918.997
I need to help his parents.,2919.037,2921.282
If someone writes an article about him...,2921.702,2924.067
 Stephen rummages through paperwork.,2924.047,2925.951
There's only one journalist I know.,2926.332,2927.855
He hands her a card.,2927.895,2929.699
Alexander Sikorov.,2930.48,2931.723
An old friend of Margaret's.,2932.645,2933.767
"Clara nods, thankful.",2934.448,2936.071
"Maybe it's not the best thing to see Sasha today, says Stephen.",2937.454,2941.262
 She's having a very hard time.,2941.242,2943.487
Clara pauses.,2944.409,2945.331
"When I sent her her birthday card, I was so stuck, so trapped.",2946.493,2950.703
"And now, Stephen stares at her.",2951.745,2953.649
Clara looks up at the man she once loved.,2954.631,2956.976
Now I feel guilty and scared.,2958.039,2960.905
 Clara sits across from Alexander at his makeshift office at Ground Zero.,2967.196,2971.586
"She likes him, the way he asks questions, how he leans in to listen to details.",2971.626,2977.499
He promises to do his best to get an article out.,2978.281,2980.666
Has anyone seen Gary Loewsen?,2981.187,2983.753
" The room of volunteers hums, content.",2983.733,2986.296
Work keeps everyone sane.,2986.657,2988.118
"When this time passes, says Alexander, you can come work with me in case you want to stay close until he's found.",2988.158,2995.427
Stay close to where he is.,2995.888,2997.109
She's thankful for this unexpected compassion.,2997.169,3000.714
She's thankful for Alexander Sikorov.,3001.334,3004.358
" On 74th and Columbus, apartment 9D, Stephen begins to clean up.",3004.338,3009.786
Bach's second violin concerto fills the apartment as if Margaret's playing.,3009.806,3014.212
He stares at Margaret's mustard-stained blouse.,3014.853,3017.457
"He still can't bear to clean it, folds the Indian bedspread instead.",3018.238,3022.064
He flows with the music.,3022.665,3023.826
Grief makes you nauseous.,3024.367,3025.789
" In Sasha's room, he empties the trash.",3026.9,3028.764
That's when he finds it.,3029.706,3030.949
Clara's torn birthday card.,3031.751,3033.435
And then the empty pillbox.,3033.996,3036.843
Margaret's sleeping pills.,3036.863,3038.166
They're all gone.,3039.268,3040.15
 Sasha walks into Alexander's offices.,3046.677,3048.861
"She's calm, rubs her eyes.",3048.901,3051.265
She's suddenly cold.,3051.966,3053.028
She wants to sleep.,3053.569,3054.45
All she wants is to sleep.,3055.091,3056.333
She's already dreaming.,3056.934,3058.056
Margaret shows her a window.,3058.617,3060.0
"This is the way out, she says.",3060.04,3062.063
Sasha wants Alexander to see her.,3062.123,3064.588
She wants him to watch.,3064.608,3066.07
" Across the room, Clara notices this girl dozing over, a volunteer falling asleep on the job.",3066.387,3072.192
So much stress.,3072.733,3073.974
"But then she sees Alexander walking over to her, shaking the girl, yelling at her, suddenly angry, unrecognizably angry, then scared.",3074.534,3083.623
"Young people congregate, pull rashly away.",3084.443,3086.986
Clara gets up from her chair.,3087.326,3088.627
"You cannot save people, Jeannie said that night in L.A. You cannot save the people you love.",3089.027,3093.952
And then Clara runs.,3094.672,3096.394
" No thinking, just movement.",3096.374,3098.177
She slaps this girl.,3098.758,3099.96
"Alexander watches terrified as Clara screams, 911.",3099.98,3103.146
And then she sticks her fingers inside Sasha's throat.,3104.248,3106.893
"Sasha moans, half opens her eyes and she gags.",3107.514,3110.339
"Clara, she says.",3110.88,3112.142
Terror and relief live on Clara's face as she starts CPR.,3112.883,3116.249
"I got you, Sasha, she tells her.",3116.59,3118.433
 Stephen holds Sasha.,3124.707,3126.09
She's alive.,3126.37,3127.091
She's with him.,3127.292,3127.993
"This is not a repeat of last year, Sasha whispers.",3128.955,3131.66
"I'm here, he repeats again and again.",3132.902,3135.026
"Father and daughter, a tiny unit surrounded by wires and white sheets.",3136.108,3140.356
"Stephen puts on some music, watching his child sleep.",3141.438,3144.724
 Clara walks outside in the hallway.,3145.835,3147.779
A nurse passes and smiles at her.,3147.799,3150.243
"You should join EMS, she jokes once again.",3150.744,3152.989
"Want a coffee, love?",3153.329,3154.231
Tea?,3154.572,3154.892
"Clara nods, checks her watch.",3155.393,3157.217
Her flight leaves in eight hours.,3157.577,3159.1
She feels warm.,3159.681,3160.583
She feels safe.,3161.084,3162.747
 and then she looks down at her legs.,3162.727,3164.75
"When she walks to the nurse's station, she's remarkably calm.",3165.651,3168.495
"I'm pregnant, she says.",3169.437,3170.758
I think I need an ultrasound.,3170.779,3172.882
I'm bleeding.,3173.002,3173.563
"Lying in the semi-dark room, she keeps her eyes closed as the technician moves over her abdomen.",3173.603,3180.212
 You want to hear it?,3180.192,3181.493
asks the nurse.,3181.833,3182.494
Clara opens her eyes.,3183.175,3184.396
"The black and white images come and go on the screen, just like clouds.",3184.936,3189.16
The woman smiles at her.,3189.941,3191.302
You want to hear its heart?,3192.123,3193.224
Clara nods.,3193.924,3194.705
Can we tape it?,3195.626,3196.366
she whispers.,3196.627,3197.287
On 30th Street and First Avenue sits a complex of tents.,3202.792,3205.955
Alexander watches the makeshift compound.,3206.836,3209.338
 Traffic whistles along the FDR drive.,3209.707,3211.95
The huge white tent is a magnet.,3211.97,3214.213
He knows what's inside.,3214.713,3216.055
"Sixteen refrigerated trailers, humming engines, fragments of lives, remains coming in every day.",3216.756,3223.424
Is Margaret in there?,3223.484,3225.306
It has started to rain.,3225.346,3227.369
"An elderly couple approaches, then stops, almost embarrassed.",3228.23,3231.934
"I'm sorry, says the old man.",3232.856,3234.237
We thought you were someone else.,3234.518,3235.799
"He thought you were our son, says his wife.",3236.44,3238.903
" But our son is in there, she points to the tent.",3238.883,3241.812
"She laughs, a gentle laugh, full of wonder.",3242.815,3245.482
"They found a small fragment, a bone.",3245.522,3248.09
Do you have someone in there?,3248.852,3250.176
 Alexander pauses.,3251.017,3252.258
"I'm sorry, says the old man.",3252.319,3254.481
It's not our place to ask.,3254.541,3256.123
"I should have died, says Alexander.",3257.284,3259.167
"Two weeks before 9-11, I had a heart attack.",3259.247,3263.332
"If I had died, Margaret would still be alive, he hears himself saying.",3264.273,3268.898
Clara takes an electric candle out of a Halloween lantern.,3274.865,3277.869
They won't allow open flames at the hospital.,3277.929,3280.652
 She ducks as she enters Sasha's hospital room.,3280.987,3283.47
The handmade happy birthday banner still hits her on the back.,3284.051,3286.934
She places the electric candle on the cupcake.,3287.475,3289.698
Sasha blows and Stephen turns off the flame.,3290.258,3292.721
The nurses applaud.,3293.302,3294.303
Clara keeps hearing the sound of the baby's heartbeat in her head.,3295.044,3297.908
Faster than a bird.,3298.548,3299.67
Faster than she ever could have imagined.,3300.13,3301.952
Faster than fear.,3302.033,3302.994
"This sound, she thinks, is the opposite of death.",3303.755,3307.399
" On 30th Street and First Avenue, the rain beats fast against the chalk white canvas.",3308.155,3312.56
Alexander and the old couple stand underneath.,3313.101,3315.404
