text,start,end
" You can't stay in there forever, she yells.",1888.32,1890.34
 Her heart beats so fast.,1890.4,1892.16
" She throws on her clothes, pounds on the door.",1892.44,1894.94
 No response.,1895.62,1896.24
 Then a thump.,1897.14,1897.78
" Through the frosted glass door, his shadow lies still on the floor.",1898.2,1901.64
 Sasha smashes the glass with all of her weight.,1902.36,1904.56
 So much force.,1904.92,1905.9
 So much glass.,1906.3,1907.16
 Alexander spread out.,1908.26,1909.12
" Oh, my God.",1909.6,1910.72
" Oh, my God.",1910.72,1911.68
 Her mouth on his mouth.,1912.2,1913.46
 CPR as she turns on her phone.,1914.18,1915.58
 9-1-1.,1916.06,1916.8
 Her wrist has been cut on the glass.,1917.42,1919.04
 It's her blood on the granite.,1919.52,1921.3
" I think I'm going to cancel the trip to New York, says Gary.",1927.62,1930.44
 I'll turn down the internship. It's not such a big deal. I'll stay here.,1930.88,1934.32
 Gary opens the fridge.,1935.4,1936.46
 These leftovers look amazing.,1936.94,1938.5
 When did you make this chili?,1938.68,1940.36
" It's a week old. We had the party a week ago, she says.",1941.24,1944.59
 A leftover piece of blue crepe paper dangles from the adobe kitchen frame.,1944.59,1948.9
" Backlit by the fridge, it catches Clara's eye.",1949.38,1951.84
 She looks at this man she has loved for ten years.,1952.66,1955.14
" You've bought your ticket, she says quietly.",1955.86,1957.84
 You've booked the hotel.,1958.58,1959.5
 You've bought your supplies.,1960.14,1961.0
" You've burdened our life by 36,000.",1961.74,1964.48
 You never discussed it.,1965.28,1966.38
" I believe this means New York is calling you, Gary.",1966.74,1969.7
 I believe you should go.,1970.26,1971.96
 She's exhausted.,1973.06,1973.68
 She looks at Gary and he looks far away.,1974.68,1976.72
" He looks smaller, a stranger.",1976.72,1979.3
 You can't save the people you love.,1980.5,1982.24
 She feels cold.,1983.02,1983.92
 She's so cold.,1984.24,1985.04
 She compulsively scrolls through her phone up to her mother's text.,1985.46,1988.8
 Mr. Zimler's expecting your call.,1989.46,1991.24
 And a number.,1991.36,1992.34
 She saves it.,1992.98,1993.94
" The emergency vehicles, the call to Margaret, it's all a blur.",1999.5,2002.92
" When Margaret enters the ER, Sasha's never felt such relief.",2003.94,2007.02
 She's shocked to see how scared her stepmother looks.,2007.86,2010.09
 Her own cut wrist is bandaged.,2010.09,2012.48
 That's what Margaret notices.,2012.48,2013.8
" I'm okay, says Sasha.",2014.6,2015.55
 It's just him.,2015.55,2016.56
" She's terrified of Margaret's anger, but her stepmother just holds her.",2016.92,2020.36
" Someone says, he wouldn't have made it without instant care.",2020.94,2023.96
 He is one lucky man.,2023.98,2025.3
" I want to stay until I know he's okay, whispers Sasha, and Margaret squeezes her hand.",2026.18,2031.04
 It's morning when they exit the hospital.,2032.02,2033.92
 Sasha holds on to Margaret just like when she was little.,2034.8,2037.34
 They're shaking.,2038.22,2038.7
 What did you tell Dad?,2039.76,2040.68
 He was asleep.,2041.54,2042.08
 I left him a note.,2042.44,2043.22
 Said you'd lost your wallet and I needed to get you.,2043.7,2045.84
" I love you, says Sasha. I'm sorry. At home after putting Sasha to sleep, Margaret writes Alexander",2045.96,2053.68
 an email. I'll help you get your Pulitzer article together. I'll get you the Wall Street contacts,2053.82,2059.28
" you need, but you stay away from my kid. The bathroom is full of wet steam. Are you sure I",2059.42,2073.57
" should go to New York? I'm sure, Clara says. You'll have a great life. You're being a bit too dramatic,",2073.57,2081.25
" Gary scoffs. Our friend's baby has died. It's that kind of day. Through the steam, she gathers the",2081.43,2088.39
" courage to say it. We're done, Gary. You and I, we're all done. She's not going to cry. Let's look at it as",2088.39,2098.07
" a new beginning for us, he deflects, stepping out of his clothes. I'll try out New York and then during",2098.07,2103.17
" the winter you'll join me. In the mirror, she looks at her face. Her eyebrows are filled with white hairs.",2103.17,2109.67
" I can't live like this anymore, she says",2109.83,2112.69
" It's not good for me, I'm dying",2112.69,2114.65
 She's crying now,2115.55,2116.57
" When we come back from New York, Gary says",2117.67,2119.48
 We should get going with that baby idea,2119.48,2121.57
 She enters the shower crying harder now,2122.69,2124.66
 Crying in the shower is safe,2124.66,2126.41
" We're done, Gary",2127.13,2127.95
 He's right behind her,2128.07,2129.79
 She closes her eyes,2129.79,2131.21
 The baby has died,2131.21,2133.15
 What do you think of my idea? he asks,2133.95,2136.31
 But he's already inside her,2137.27,2138.91
" Stephen wakes up Margaret in the middle of the night. Sasha's crying. Go to her, he whispers.",2144.98,2150.54
" You go. Margaret tiptoes next to Sasha. The crying turns to dry heaves. I'm sorry, says Sasha. Hell",2151.32,2158.74
" of a dream. I was alone with my mom. She catches herself, looks at Margaret, who nods. After she",2158.74,2165.54
" jumped, they never let me visit the hospital. I've always wondered, what if I'd been there?",2165.54,2170.6
 Margaret and Sasha are quiet.,2171.36,2172.86
" You saved someone's life, says Margaret finally.",2173.92,2176.6
" You couldn't save her, but you saved Alexander.",2176.68,2179.58
" I know, says Sasha.",2180.5,2181.64
 It's so weird.,2182.36,2183.22
 Sasha gets up.,2184.38,2185.28
" I've been meaning to say, you play the violin much better than my mom.",2186.04,2189.98
 I remember her practicing.,2190.58,2191.76
 Three colorful foam tubes land on the Indian bedspread.,2192.08,2196.5
" I challenge you to, Stephen says, brandishing the tubes.",2197.16,2200.44
 Let's use these to fight. His wife and daughter look up. Stephen looks like a big-bellied clown.,2200.72,2206.46
" For a moment, on 74th and Columbus, apartment 9D, there's a mother and daughter. There's a dad.",2207.5,2214.14
" There is laughter. Two months later, October 2001, New York City. I wish you weren't going back to",2214.42,2228.26
" L.A. so soon, not until we find Gary. Clara puts her arm around Gary's mom. She looks up, so fragile.",2228.36,2235.64
" Clara cuts the scotch tape, and Gary's mom chooses the spot for their flyer. They walk the city",2236.58,2242.38
" looking for surfaces to plaster their plea, missing since 9-11. Gary's face looks up from the flyer,",2242.56,2249.8
" elated, graduating, cap and gown and all. They tape his face next to the weathered flyers of missing",2250.34,2257.06
" bankers, secretaries, firefighters. They run out, but Gary's mom is not done. She pulls Clara into",2257.24,2264.28
" the Kinkos on 72nd and Broadway. I've noticed the successful flyers, how they do it, she whispers.",2264.3,2270.88
" Successful flyers, asks Clara. The hand of Gary's mom shakes. She pulls a faded Polaroid out of her",2271.66,2278.25
" purse. Gary, the toddler, bikes on the grass. Let's add this photo next, then I want you to keep it.",2278.25,2285.24
" I'll run us a thousand copies, okay? Clara says softly. The successful flyers make you care.",2285.36,2292.08
 Gary's mom locks eyes with her daughter-in-law. We need people to care. Clara glances at Gary's,2293.02,2305.4
" mom a few steps ahead, scouting out bulletin boards. Her own mother's voice comes through the",2305.4,2310.67
" cell, clear with purpose as always. I'm going to ask you again, have you told them about Gary's",2310.67,2316.15
" debts. Mom, please. He's dead, Clara. That boy's luck is over and you're stuck with all of his",2316.29,2322.63
" debts. They don't know about the pending divorce. Think about the rest of your life, says her",2322.63,2327.71
" mother. They got money. You don't. In the distance, Gary's mother is fighting with a janitor.",2327.71,2333.33
" I gotta go, Clara blurts, and she runs. This bulletin board is just for the church, the janitor",2333.69,2338.97
 yells. Enough is enough. I clean up these flyers every day. These people are dead. Clara finds,2338.97,2344.91
" herself screaming, it's her son, have a heart. And then she suddenly sees it, a missing flyer",2345.05,2351.56
" discarded on the ground. It's Margaret's face, Xeroxed a few too many times. Any information,",2351.56,2359.09
" please call. Clara picks up the flyer. She looks at Margaret, black dress and white pearls and her",2359.71,2367.39
" elegance. Mother and wife, says the flyer. Please, call. Sasha stares at Alexander as if staring at",2367.49,2381.78
 prey. A plastic Ziploc bag with Margaret's purple toothbrush lies on the bistro table between them.,2381.78,2388.21
" I want you to go to the morgue and give this for the DNA sample, she says. You owe this to Margaret.",2388.73,2394.07
 You have to be part of trying to find her. Alexander sighs. He looks so much older. You take,2394.07,2401.05
" get in, Sasha. She was your mom. She leans in. All she wants is to kill him. Alexander gets up.",2401.23,2408.69
 Go home to your dad. Sasha grabs the toothbrush and shoves it in her purse. You broke Margaret's,2409.07,2415.06
" heart when you slept with me, she hisses. I hope her ghost haunts you forever. Alexander leaves",2415.06,2420.9
 at 20 for their coffees. He doesn't wait for the change. Sasha can hear her heart beating out of,2420.9,2426.41
" control as she moves to the bar. The barman asks for ID. I bet you didn't get to celebrate, he says",2426.53,2432.62
" as he looks at the date, September 18th. He slides over a dirty martini and shrugs off her money.",2432.62,2438.77
" He tries to pick her up, but she doesn't let him. I couldn't have made it without Clara today.",2439.23,2450.15
" Gary's mom cuts a thick slice of coffee cake. Even in deep grief, she serves tea with linen napkins",2450.35,2456.67
" and China. All around Clara sit photos of Gary, cards of sympathy supported on tables, an email",2456.75,2463.87
" card from the graduating class of UCLA, a bouquet of white orchids from Jeannie and Tommy. Clara",2463.87,2470.24
" feels sick. The coffee cake rises to her throat. This is the third time you've been sick today,",2470.24,2476.29
" says Gary's mom. Your nerves are a wreck. You want some of my Xanax? When she's done throwing up,",2476.29,2483.1
 Clara remembers to clean everything well.,2483.26,2485.36
" Underneath the toilet seat, always check that before she settles back in.",2485.96,2489.94
" I know he's not dead, Gary's mother says.",2490.3,2493.42
 Someone's bound to come forward.,2494.06,2495.54
 The new flyer's much better.,2495.54,2497.46
 Clara feels the stare of Gary's father rising up from the New York Times.,2498.06,2501.62
 I really think you should make some arrangements and stay with us for a while.,2501.64,2505.12
 Clara hugs Gary's mom.,2505.82,2507.26
" I can't give up yet, the old woman whispers.",2507.92,2510.36
" If you were a mother, you'd know.",2511.18,2512.76
" If you were a mother, Clara shivers. Clara walks the empty Walmart aisles. It's 9.30 at night.",2513.26,2526.81
 Halloween masks and candy. Plastic lanterns for the plastic dead. She's looking. Stops in front,2527.69,2535.25
 of the pregnancy test. She can't keep ignoring the facts. The test sits alone in her basket.,2535.25,2541.05
" At the cashier's, she opens her purse and Margaret's face stares at her from the flyer.",2542.01,2547.25
" Haunted, Clara walks the half block back to her hotel.",2547.65,2550.43
" Excuse me, miss, the employees at reception surround her with an afterglow of pity.",2551.53,2555.83
 Someone's waiting for you at the bar.,2556.73,2558.31
 Gary's father stands up.,2559.29,2560.71
" A businessman, he cuts to the chase.",2561.15,2562.97
 I had Gary's correspondence forwarded to me.,2563.61,2565.76
 I found a letter from a lawyer you hired.,2565.76,2568.07
" Zimler, is that right?",2568.21,2569.67
 Gary's father is shaking.,2570.35,2571.45
 She's been dreading these words.,2572.19,2573.51
 Fooling me and my wife in our grief.,2574.19,2575.87
 I don't want to see you again. You go back to L.A. as you planned. It all makes sense now.,2576.05,2581.29
" You don't give a damn. Clara sits down, too exhausted to cry. The hotel clerk brings her",2581.65,2587.76
" a glass of red wine. On the house, and she can feel his compassion. Stephen opens the door of",2587.76,2599.36
" his office to lead out a patient, and Clara's right there, waiting on the soft maroon couch.",2599.36,2604.29
" For one crazy double-take moment, he thinks, is she here because I never answer her letters?",2605.19,2609.63
" He waves her in on a reflex. What Clara notices, his white and sad eyes. The room is padded with",2609.71,2618.63
" sound insulation. I know about Margaret, she whispers. She's missing. The chair is uncomfortable.",2618.63,2625.04
" No, he says in the detached voice of a therapist. Margaret is not missing. Margaret is dead.",2626.3,2631.42
" His hands flex an agromanagement foam tube. When Clara starts crying, there's no end to the tears.",2632.14,2638.44
" He wants her to stay, but she apologizes.",2639.08,2641.4
" Later, she says, I'm so sorry.",2641.94,2643.78
 Let me gather myself.,2643.78,2645.0
 Clara scrambles in her purse for a blank piece of paper.,2646.22,2648.86
" I remember yourself, he says.",2649.72,2651.42
 The soundproof room is so incredibly quiet after Clara leaves.,2652.48,2655.98
 Stephen picks up the anger management foam tubes.,2656.96,2659.52
 He's about to put them away when he smashes them into his chair.,2660.28,2663.98
 The ceiling in Sasha's room is finally fixed.,2669.87,2672.27
 Stephen sits in front of a scotch.,2672.67,2674.63
" On the TV, the Middle East, India, wars, earthquakes, crashes.",2675.33,2679.83
 He can't stand the news.,2680.85,2681.99
 He swallows a sleeping pill.,2682.59,2683.91
 Why did Margaret go back to work in September?,2684.41,2686.31
 She didn't need to go back to work.,2686.47,2687.99
 Sasha folds up the pull-out couch.,2688.59,2690.23
 Her voice sounds pragmatic.,2690.29,2691.55
 I gave Margaret's toothbrush for the DNA file today.,2691.63,2694.89
 Stephen hides his face in his hands.,2695.93,2697.55
" He only says, Clara's in town.",2698.07,2700.09
 Sasha stops.,2700.95,2701.65
" Not even a month since Margaret died, you're running into the arms of ex-girlfriends?",2702.51,2706.09
 She waves her father away.,2706.89,2708.07
" Inside her room, she tears down the tarps, stops out of breath,",2708.91,2712.79
 looks at the unopened pile of mail.,2713.53,2715.17
" Happy 21st birthday, says the card posted in L.A. in August.",2715.77,2719.75
" Worlds within worlds, creature of the woods and of the seas.",2720.47,2723.79
" Let me know how you are, Clara's added.",2724.65,2726.63
 Sasha tears up the card and tosses it into the garbage.,2727.65,2731.13
" At least give us something of his, some closure, I beg you.",2737.66,2741.38
 Gary's mother is crying on the phone.,2741.96,2743.74
" Clara in her hotel room, curled up in a ball.",2744.32,2746.84
" I don't have his things anymore, she says.",2747.36,2749.54
 Nothing? You have nothing?,2750.24,2751.71
" I don't have his toothbrush, his comb, anything to help with the DNA tracking.",2751.71,2756.56
 She can hear Gary's father struggling for the phone.,2757.56,2759.78
 You cleaned him out of your life way too fast.,2760.22,2762.66
 He's hung up.,2763.26,2763.92
 Her face burns.,2764.76,2765.7
 The phone rings right back.,2766.56,2767.8
 California is a common law state.,2768.86,2770.04
 You're responsible for...,2770.14,2771.16
" Stop it, Mama!",2771.16,2772.18
 Her heart beats so loud.,2772.76,2774.02
" I found out something horrible, Mama.",2774.6,2776.22
" Remember Sasha, the little girl I used to take care of during grad school?",2776.7,2780.36
 Her stepmother also died in the towers.,2780.52,2783.0
 Her mom's voice is like steel.,2783.88,2785.6
 Everyone suffers in life.,2786.36,2787.52
" Right now, I can only worry about you.",2787.58,2789.46
 Clara shakes her head.,2790.14,2791.2
 Words dry up in her mouth.,2791.62,2792.97
 She hangs up.,2792.97,2794.36
" She takes her purse and empties it. Gary's toddler Polaroid photo, Margaret's flyer,",2794.52,2801.22
 the pregnancy test. She takes the test in the bathroom and braces herself. In front of Margaret's,2801.62,2815.0
" laptop, Sasha hits print. Margaret's inbox, an endless scroll on the screen. Dear Alexander,",2815.0,2821.62
" I'll meet with my colleagues on September 11th. I'll get you your Pulitzer piece, but I repeat,",2822.64,2827.84
 You stay away from my kid. Stephen's bottle of scotch is almost empty besides Sasha. She chugs,2828.08,2835.13
" one last sip, then takes off. She's surprised Alexander opens his door. She can see right",2835.13,2841.63
" behind him, his bathroom, the door still all frosted glass, now fixed. She refuses to enter,",2841.63,2848.46
" hands him two Ziplocs. Margaret's nail clippings and hair, they're good for your DNA too.",2848.46,2854.1
 You're morbid.,2854.78,2855.78
 He goes to close the door in her face.,2856.1,2857.64
 Sasha starts stripping.,2858.26,2859.52
" He's panicked, looks down the hallway, thankfully empty.",2859.96,2862.46
 He holds on to the Ziplocs.,2863.12,2864.56
 I'll take them to the morgue tomorrow.,2865.04,2866.52
 Get dressed.,2866.76,2867.68
 But Sasha keeps on.,2868.42,2869.36
 I found out why Margaret died.,2869.36,2871.38
 I found out why she went to the office.,2871.86,2873.56
 Her laughter sounds like a mating hyena.,2874.1,2876.02
 Do I look like Margaret now?,2876.04,2877.84
 He slams the door shut.,2878.52,2879.86
" Shaking, Sasha slips the printed email underneath the door.",2880.6,2883.48
" On it she's written, you killed her.",2883.7,2886.88
" Clara sits next to Stephen, on his couch.",2893.72,2896.24
" She eats his homemade chili, always better than hers, always soothing.",2897.16,2901.14
" Served in rustic pottery, not plastic.",2902.1,2904.7
 Could Gary be running away from his debts?,2905.66,2907.43
 Why would he even be near the towers?,2907.43,2909.44
 Clara feels defensive.,2910.36,2911.46
 Gary was creating site-specific art.,2912.66,2914.53
 He'd never just disappear.,2914.53,2915.5
 She tries to concentrate on the reason she's here.,2916.66,2918.82
 I need to help his parents. If someone writes an article about him. Stephen rummages through,2919.32,2925.18
 paperwork. There's only one journalist I know. He hands her a card. Alexander Sikorov. An old,2925.18,2932.68
" friend of Margaret's. Clara nods, thankful. Maybe it's not the best thing to see Sasha today,",2932.68,2939.72
" says Stephen. She's having a very hard time. Clara pauses. When I sent her her birthday card,",2939.74,2947.98
" I was so stuck, so trapped. And now, Stephen stares at her. Clara looks up at the man she",2948.08,2956.02
 once loved. Now I feel guilty and scared. Clara sits across from Alexander at his makeshift office,2956.02,2970.33
" at Ground Zero. She likes him, the way he asks questions, how he leans in to listen to details.",2970.37,2977.11
 He promises to do his best to get an article out.,2977.89,2980.53
 Has anyone seen Gary Loewesen?,2981.05,2982.71
" The room of volunteers hums, content.",2983.71,2985.89
 Work keeps everyone sane.,2986.61,2987.89
" When this time passes, says Alexander, you can come work with me,",2988.91,2992.67
 in case you want to stay close until he's found.,2992.67,2995.19
 Stay close to where he is.,2995.75,2996.95
 She's thankful for this unexpected compassion.,2997.81,3000.27
 She's thankful for Alexander Sukharov.,3001.13,3003.29
" On 74th and Columbus, apartment 9D, Stephen begins to clean up. Bach's second violin concerto fills",3003.51,3011.51
 the apartment as if Margaret's playing. He stares at Margaret's mustard-stained blouse.,3011.55,3017.25
" He still can't bear to clean it, folds the Indian bedspread instead. He flows with the music. Grief",3018.11,3024.38
" makes you nauseous. In Sasha's room, he empties the trash. That's when he finds it. Clara's torn",3024.38,3032.33
" birthday card, and then the empty pillbox, Margaret's sleeping pills. They're all gone.",3032.43,3039.79
" Sasha walks into Alexander's offices. She's calm, rubs her eyes. She's suddenly cold. She wants to",3046.59,3053.82
 sleep. All she wants is to sleep. She's already dreaming. Margaret shows her a window. This is,3053.82,3060.56
" the way out, she says. Sasha wants Alexander to see her. She wants him to watch. Across the room,",3060.56,3067.17
" Clara notices this girl dozing over, a volunteer falling asleep on the job. So much stress. But",3067.31,3074.51
" then she sees Alexander walking over to her, shaking the girl, yelling at her, suddenly angry,",3074.51,3080.23
" unrecognizably angry, then scared. Young people congregate, pull rashly away. Clara gets up from",3080.23,3087.97
" her chair. You cannot save people, Jeannie said that night in LA. You cannot save the people you",3087.97,3093.47
" love. And then Clara runs. No thinking, just movement. She slaps this girl. Alexander watches",3093.57,3101.06
" terrified as Clara screams, 9-1-1. And then she sticks her fingers inside Sasha's throat.",3101.06,3106.67
" Sasha moans, half opens her eyes and she gags. Clara, she says. Terror and relief live on Clara's",3107.09,3114.58
" face as she starts CPR. I got you, Sasha, she tells her. Stephen holds Sasha. She's alive. She's with",3114.58,3127.65
" him. This is not a repeat of last year, Sasha whispers. I'm here, he repeats again and again.",3127.77,3134.85
" Father and daughter, a tiny unit surrounded by wires and white sheets.",3135.87,3140.13
" Stephen puts on some music, watching his child sleep. Clara walks outside in the hallway. A nurse",3141.13,3148.5
" passes and smiles at her. You should join EMS, she jokes once again. Want a coffee, love? Tea?",3148.5,3154.61
" Clara nods, checks her watch.",3155.21,3156.97
 Her flight leaves in eight hours.,3157.47,3158.87
 She feels warm.,3159.57,3160.33
 She feels safe.,3160.97,3161.67
 And then she looks down at her legs.,3162.75,3164.51
" When she walks to the nurse's station, she's remarkably calm.",3165.57,3168.27
" I'm pregnant, she says.",3169.29,3170.61
 I think I need an ultrasound.,3171.27,3172.37
 I'm bleeding.,3172.85,3173.27
" Lying in the semi-dark room, she keeps her eyes closed as the technician moves over her abdomen.",3174.19,3179.65
 You want to hear it?,3180.67,3181.45
 Asks the nurse.,3181.73,3182.27
 Clara opens her eyes.,3183.07,3184.19
" The black and white images come and go on the screen, just like clouds.",3184.81,3188.89
 The woman smiles at her.,3189.83,3191.17
 You want to hear its heart?,3192.03,3192.99
 Clara nods.,3193.81,3194.69
 Can we tape it?,3195.49,3196.29
 She whispers.,3196.49,3197.03
 On 30th Street and First Avenue sits a complex of tents.,3202.33,3205.63
 Alexander watches the makeshift compound.,3206.75,3208.73
 Traffic whistles along the FDR drive.,3209.67,3211.59
 The huge white tent is a magnet.,3211.93,3213.97
 He knows what's inside.,3214.63,3215.71
 16 refrigerated trailers.,3216.61,3218.21
" Humming engines, fragments of lives, remains coming in every day.",3219.03,3223.23
 Is Margaret in there?,3224.25,3225.15
 It has started to rain.,3226.21,3227.15
" An elderly couple approaches, then stops, almost embarrassed.",3228.09,3231.55
" I'm sorry, says the old man.",3232.71,3234.08
 We thought you were someone else.,3234.08,3235.59
" He thought you were our son, says his wife.",3236.33,3238.27
" But our son is in there, she points to the tent.",3238.93,3241.61
" She laughs, a gentle laugh, full of wonder.",3242.51,3245.25
" They found a small fragment, a bone.",3245.99,3247.87
 Do you have someone in there?,3248.55,3249.89
 Alexander pauses.,3250.97,3252.09
" I'm sorry, says the old man.",3252.89,3254.37
 It's not our place to ask.,3254.39,3255.77
" I should have died, says Alexander.",3257.09,3258.83
" Two weeks before 9-11, I had a heart attack.",3260.15,3263.03
" If I had died, Margaret would still be alive, he hears himself saying.",3263.77,3268.67
 Clara takes an electric candle out of a Halloween lantern.,3274.71,3277.51
 They won't allow open flames at the hospital.,3278.35,3280.25
 She ducks as she enters Sasha's hospital room.,3280.83,3283.33
 The handmade happy birthday banner still hits her on the back.,3283.91,3286.69
 She places the electric candle on the cupcake.,3287.37,3289.33
" Sasha blows, and Stephen turns off the flame.",3290.15,3292.51
 The nurses applaud.,3293.19,3293.95
 Clara keeps hearing the sound of the baby's heartbeat in her head.,3294.93,3297.77
 Faster than a bird.,3298.43,3299.35
 Faster than she ever could have imagined.,3299.77,3301.61
 Faster than fear.,3301.77,3302.67
" This sound, she thinks, is the opposite of death.",3303.53,3306.77
" On 30th Street and 1st Avenue, the rain beats fast against the chalk white canvas.",3307.87,3312.23
 Alexander and the old couple stand underneath.,3312.97,3314.97
 A preacher leads half a dozen people in prayer.,3315.95,3318.09
 Alexander takes a lantern.,3318.33,3320.05
 The old couple take another and place them at the foot of the trailer.,3320.27,3323.47
" Across town, Gary's father turns to his wife.",3324.71,3327.17
" Clara called, he says quietly.",3327.87,3329.23
 She says she has something she wants us to hear.,3329.99,3331.87
" When Clara heads to the airport, it is not yet dawn.",3332.93,3335.65
 The taxi driver locks eyes with her in the mirror.,3335.83,3338.63
 He's Sikh.,3339.59,3340.01
 His turban blocks her view of the asphalt.,3340.63,3342.49
 Clara watches out of the window as morning light rises over Manhattan.,3343.33,3347.45
" Out of deep darkness comes the day, she thinks.",3348.85,3351.81
" The sun is white, floods Clara's eyes, like birth each day.",3353.13,3358.65
